candidate_id,skills,qualification,experience_level,job_role
1244,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
1245,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
1246,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
1247,"Forecasting, Excel, Financial Modeling",Master's in Finance,Mid,Finance
1248,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
1249,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
1250,"Figma, UI/UX Design, Sketch, Communication, Creativity",Bachelor's in Graphic Design,Mid,Designer
1251,"Network Security, Ethical Hacking, Firewalls",Master's in Cybersecurity,Senior,Cybersecurity Engineer
1252,"Kubernetes, Helm, AWS, Docker, Linux",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
1253,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
1254,"CSS, Redux, JavaScript, HTML, Git",Bachelor's in Computer Science,Entry,Frontend Developer
1255,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
1256,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
1257,"Communication, UI/UX Design, Sketch, Wireframing, Figma, Creativity, Photoshop",Bachelor's in Graphic Design,Entry,Designer
1258,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
1259,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
1260,"Express, HTML, CSS, REST APIs, JavaScript, Vue.js, Git",Bachelor's in Information Technology,Mid,Web Developer
1261,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
1262,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
1263,"JavaScript, HTML, Teamwork, Redux, CSS",Bachelor's in Information Technology,Entry,Frontend Developer
1264,"Python, Keras, Feature Engineering, Machine Learning, SQL, Scikit-learn",Bachelor's in Computer Science,Senior,Data Scientist
1265,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
1266,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
1267,"Adobe XD, UI/UX Design, Figma",Bachelor's in Graphic Design,Entry,Designer
1268,"Creativity, Figma, UI/UX Design, Prototyping",Bachelor's in Design,Entry,Designer
1269,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
1270,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
1271,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
1272,"CodeIgniter, MySQL, WordPress, Laravel, PHP",Bachelor's in Information Technology,Entry,PHP Developer
1273,"Communication, Marketing Strategy, Social Media, PPC",Bachelor's in Marketing,Entry,Marketing
1274,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
1275,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
1276,"Computer Vision, Python, Deep Learning, Machine Learning",Master's in Computer Science,Mid,AIML
1277,"Swift, Mobile Development, Git",Bachelor's in Computer Science,Mid,Mobile Developer
1278,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
1279,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
1280,"JavaScript, Redux, CSS, TypeScript, HTML",Bachelor's in Computer Science,Senior,Frontend Developer
1281,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
1282,"C#, Blazor, Git, SQL, .NET",Bachelor's in Computer Science,Entry,C# Developer
1283,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
1284,"Blockchain, Ethereum, Cryptography, Rust, Solidity",Bachelor's in Computer Science,Mid,Blockchain Developer
1285,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
1286,"Python, Machine Learning, Statistics, R, Data Visualization",Master's in Data Science,Mid,Data Scientist
1287,"Financial Modeling, Excel, Risk Analysis, Financial Reporting, Forecasting, Analytics, Communication",Master's in Finance,Mid,Finance
1288,"JavaScript, SQL, Python, PostgreSQL, React",Master's in Computer Science,Senior,Full Stack Python Developer
1289,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
1290,"MongoDB, Node.js, PHP, CSS, JavaScript, Vue.js, HTML",Bachelor's in Computer Science,Entry,Web Developer
1291,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
1292,"CSS, PHP, MongoDB, REST APIs, HTML, JavaScript",Bachelor's in Computer Science,Entry,Web Developer
1293,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
1294,"Machine Learning, Deep Learning, PyTorch, Research, Python, NLP",Master's in Data Science,Senior,AIML
1295,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
1296,"R, Machine Learning, SQL, Python",PhD in Data Science,Mid,Data Scientist
1297,"SIEM, Ethical Hacking, Linux, Network Security",Bachelor's in Cybersecurity,Senior,Cybersecurity Engineer
1298,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
1299,"Excel, A/B Testing, Tableau, SQL",Bachelor's in Data Science,Entry,Data Analyst
1300,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
1301,"Scikit-learn, Python, Machine Learning",Master's in Data Science,Mid,Data Scientist
1302,"PHP, MySQL, Symfony, Laravel",Bachelor's in Information Technology,Entry,PHP Developer
1303,"HR Policies, Conflict Resolution, Marketing Strategy, Communication, Recruitment, Leadership",Master's in Human Resources,Senior,HR
1304,"React Native, Mobile Development, UI/UX, Swift",Bachelor's in Software Engineering,Senior,Mobile Developer
1305,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
1306,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
1307,"C++, Unreal Engine, Game Design, Teamwork",Bachelor's in Game Development,Mid,Game Developer
1308,"Machine Learning, Feature Engineering, TensorFlow, Python",Master's in Data Science,Senior,Data Scientist
1309,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
1310,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
1311,"Excel, Financial Reporting, Communication, Financial Modeling, Budgeting, Valuation",Master's in Finance,Mid,Finance
1312,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
1313,"Research, Deep Learning, Python, Machine Learning, TensorFlow, Computer Vision, NLP",Master's in Data Science,Senior,AIML
1314,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
1315,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
1316,"UI/UX Design, Photoshop, Figma, Wireframing",Bachelor's in Graphic Design,Mid,Designer
1317,"Communication, Financial Modeling, Risk Analysis, Excel",Master's in Finance,Senior,Finance
1318,"Game Design, Balancing, C#, Storytelling",Bachelor's in Design,Entry,Video Game Designer
1319,"Azure, C#, ASP.NET, .NET",Bachelor's in Computer Science,Mid,C# Developer
1320,"HR Policies, Recruitment, Payroll",Bachelor's in Human Resources,Senior,HR
1321,"Java, SQL, Spring, Problem Solving",Bachelor's in Software Engineering,Senior,Backend Developer
1322,"Kubernetes, Terraform, Helm, Docker",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
1323,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
1324,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
1325,"Mobile Development, Kotlin, Git, REST APIs, Swift",Bachelor's in Software Engineering,Entry,Mobile Developer
1326,"Content Creation, SEO, Branding, Marketing Strategy",Bachelor's in Marketing,Mid,Marketing
1327,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
1328,"PostgreSQL, Git, React, Python, JavaScript",Master's in Computer Science,Entry,Full Stack Python Developer
1329,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
1330,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
1331,"Flask, Django, SQL, Python, PostgreSQL, JavaScript",Master's in Computer Science,Mid,Full Stack Python Developer
1332,"CI/CD, Terraform, Docker, Istio, Kubernetes, Linux",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
1333,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
1334,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
1335,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
1336,"Onboarding, Communication, Leadership, Training, HR Policies, Employee Relations, Recruitment",Bachelor's in Human Resources,Senior,HR
1337,"UI/UX Design, Figma, Sketch, Communication, Creativity",Bachelor's in Design,Entry,Designer
1338,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
1339,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
1340,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
1341,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
1342,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
1343,"React, HTML, TypeScript, CSS, Sass, JavaScript",Bachelor's in Information Technology,Mid,Frontend Developer
1344,"Agile, Budgeting, Project Management, Communication",Master's in Business Administration,Senior,Software Project Manager
1345,"CSS, HTML, JavaScript, Responsive Design, React, Git",Bachelor's in Computer Science,Senior,Frontend Developer
1346,"Solidity, Web3js, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
1347,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
1348,"Excel, Communication, SQL, Power BI, Data Visualization, A/B Testing, Reporting",Bachelor's in Data Science,Mid,Data Analyst
1349,"Kubernetes, CI/CD, Docker, Jenkins, Bash Scripting",Bachelor's in Computer Science,Senior,DevOps Engineer
1350,"Vue.js, TypeScript, HTML, JavaScript, Git, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
1351,"Kubernetes, AWS, Helm, Docker, GCP",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
1352,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
1353,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
1354,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
1355,"Git, Android Development, UI/UX, Mobile Development, Swift, iOS Development",Bachelor's in Computer Science,Entry,Mobile Developer
1356,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
1357,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
1358,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
1359,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
1360,"Balancing, Game Design, Teamwork, Storytelling",Bachelor's in Game Development,Entry,Video Game Designer
1361,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
1362,"Agile, Project Management, Financial Modeling, JIRA",Master's in Business Administration,Mid,Software Project Manager
1363,"Agile, Leadership, Project Management, JIRA, Risk Management, Budgeting, Marketing Strategy",Bachelor's in Computer Science,Mid,Software Project Manager
1364,"Tableau, SQL, Excel, Python",Bachelor's in Data Science,Entry,Data Analyst
1365,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
1366,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
1367,"Leadership, Communication, Stakeholder Management, Budgeting, Agile, Project Management",Bachelor's in Computer Science,Senior,Software Project Manager
1368,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
1369,"Celery, Agile, Flask, JavaScript, Python",Master's in Computer Science,Senior,Full Stack Python Developer
1370,"HR Policies, Communication, Training, Onboarding, Recruitment, Payroll",Bachelor's in Human Resources,Mid,HR
1371,".NET, C#, SQL, SQL Server, Angular, Blazor",Bachelor's in Computer Science,Mid,C# Developer
1372,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
1373,"Financial Modeling, Excel, Communication, Financial Reporting",Master's in Finance,Senior,Finance
1374,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
1375,"CSS, Vue.js, HTML, REST APIs, JavaScript, Git",Bachelor's in Computer Science,Mid,Web Developer
1376,".NET, C#, SQL Server",Bachelor's in Computer Science,Entry,C# Developer
1377,"REST APIs, ASP.NET, C#, .NET, .NET Core, Azure",Bachelor's in Computer Science,Mid,C# Developer
1378,"AWS, Jenkins, Docker, Ansible",Bachelor's in Computer Science,Senior,DevOps Engineer
1379,"Machine Learning, Keras, Scikit-learn, Statistics, SQL, Python",Master's in Data Science,Senior,Data Scientist
1380,"Balancing, Level Design, Player Psychology, Storytelling, Game Design",Bachelor's in Game Development,Entry,Video Game Designer
1381,"Cryptography, Solidity, Blockchain, JavaScript, Smart Contracts, Web3",Bachelor's in Computer Science,Mid,Blockchain Developer
1382,"Figma, Wireframing, UI/UX Design",Bachelor's in Design,Entry,Designer
1383,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
1384,"Player Psychology, Unity, Storytelling, Game Design",Bachelor's in Game Development,Entry,Video Game Designer
1385,"Problem Solving, Microservices, Java, Git, SQL",Bachelor's in Software Engineering,Senior,Backend Developer
1386,"SEO, Marketing Strategy, Content Creation",Bachelor's in Marketing,Mid,Marketing
1387,"React Native, Mobile Development, REST APIs, Android Development, Kotlin",Bachelor's in Computer Science,Mid,Mobile Developer
1388,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
1389,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
1390,"A/B Testing, Tableau, Data Visualization, Excel, Python, SQL, Reporting",Bachelor's in Statistics,Mid,Data Analyst
1391,"Employee Relations, Recruitment, Training, HR Policies, Leadership",Master's in Human Resources,Mid,HR
1392,"Helm, Istio, GCP, Linux, Kubernetes, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
1393,"Git, Mobile Development, React Native, Android Development, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
1394,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
1395,"SQL, Tableau, Excel, Power BI",Master's in Data Science,Entry,Data Analyst
1396,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
1397,"CSS, Vue.js, HTML, REST APIs, Express, JavaScript",Bachelor's in Information Technology,Mid,Web Developer
1398,"Vue.js, JavaScript, React, HTML, Teamwork, Responsive Design, CSS",Bachelor's in Computer Science,Mid,Frontend Developer
1399,"Excel, SQL, A/B Testing, Data Visualization",Master's in Data Science,Entry,Data Analyst
1400,"Responsive Design, Redux, React, HTML, CSS, JavaScript",Bachelor's in Computer Science,Mid,Frontend Developer
1401,"Excel, SQL, Communication, Tableau, Data Visualization",Bachelor's in Data Science,Entry,Data Analyst
1402,"Mobile Development, iOS Development, Android Development",Bachelor's in Computer Science,Entry,Mobile Developer
1403,"Excel, Financial Reporting, Financial Modeling, Communication",Master's in Finance,Mid,Finance
1404,"PPC, Marketing Strategy, Social Media, Content Creation",Bachelor's in Marketing,Mid,Marketing
1405,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
1406,"3D Modeling, Game Design, Prototyping, Balancing, Unity, Player Psychology, Storytelling",Bachelor's in Design,Entry,Video Game Designer
1407,"Feature Engineering, Keras, Python, Machine Learning",Master's in Data Science,Mid,Data Scientist
1408,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
1409,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
1410,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
1411,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
1412,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
1413,"Excel, Communication, Forecasting, Analytics, Financial Reporting, Financial Modeling, Risk Analysis",Master's in Finance,Mid,Finance
1414,"HTML, Node.js, JavaScript, Vue.js, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
1415,"SEO, Financial Modeling, Marketing Strategy, Analytics",Bachelor's in Marketing,Senior,Marketing
1416,"React, JavaScript, HTML, CSS, TypeScript",Bachelor's in Computer Science,Mid,Frontend Developer
1417,"Power BI, Communication, Excel, SQL, A/B Testing, Tableau",Bachelor's in Data Science,Mid,Data Analyst
1418,"3D Modeling, Game Design, Game Physics, C++, Unity",Bachelor's in Game Development,Entry,Game Developer
1419,"Analytics, Financial Reporting, Communication, Financial Modeling, Excel, Budgeting",Master's in Finance,Senior,Finance
1420,"Docker, Kubernetes, Prometheus, Terraform",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
1421,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
1422,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
1423,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
1424,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
1425,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
1426,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
1427,"Research, Python, NLP, Deep Learning, Statistics, Reinforcement Learning",Master's in Computer Science,Senior,AIML
1428,"CSS, React, HTML, Responsive Design, JavaScript",Bachelor's in Computer Science,Mid,Frontend Developer
1429,"Power BI, SQL, A/B Testing, Statistics, Data Cleaning, Python, Excel",Master's in Data Science,Entry,Data Analyst
1430,"C++, Unity, 3D Modeling, Game Physics, Game Design",Bachelor's in Game Development,Senior,Game Developer
1431,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
1432,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
1433,"HTML, CSS, JavaScript, React, Teamwork",Bachelor's in Computer Science,Mid,Frontend Developer
1434,"Kubernetes, Prometheus, Docker",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
1435,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
1436,"AWS, Docker, Kubernetes, Istio, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
1437,"CI/CD, Ansible, Docker, Bash Scripting, AWS, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
1438,"SQL, Docker, Spring, Java, Kafka, REST APIs",Bachelor's in Computer Science,Senior,Backend Developer
1439,"Agile, Leadership, Project Management, JIRA, Scrum, Communication",Bachelor's in Computer Science,Mid,Software Project Manager
1440,"React Native, UI/UX, Flutter, REST APIs, Mobile Development, Kotlin",Bachelor's in Computer Science,Entry,Mobile Developer
1441,"Statistics, SQL, Data Cleaning, Excel",Bachelor's in Data Science,Mid,Data Analyst
1442,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
1443,"HTML, React, JavaScript, CSS, SQL, Vue.js",Bachelor's in Information Technology,Mid,Frontend Developer
1444,"Kafka, Java, SQL, Hibernate, Microservices, Problem Solving",Bachelor's in Computer Science,Senior,Backend Developer
1445,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
1446,"Agile, Scrum, Project Management, Leadership",Master's in Business Administration,Senior,Software Project Manager
1447,"Sketch, Wireframing, UI/UX Design, Figma",Bachelor's in Graphic Design,Entry,Designer
1448,"Docker, SQL, Git, REST APIs, Kafka, Java, C#",Bachelor's in Computer Science,Senior,Backend Developer
1449,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
1450,"Azure, C#, .NET, SQL Server, ASP.NET",Bachelor's in Computer Science,Senior,C# Developer
1451,"Scrum, Agile, Project Management, Leadership",Master's in Business Administration,Mid,Software Project Manager
1452,"Machine Learning, Statistics, R, Python",Master's in Data Science,Mid,Data Scientist
1453,"Kafka, Git, Java, Hibernate, SQL",Bachelor's in Software Engineering,Senior,Backend Developer
1454,"Figma, Communication, Wireframing, Creativity, Sketch, UI/UX Design",Bachelor's in Design,Entry,Designer
1455,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
1456,"Valuation, Financial Modeling, Excel, Financial Reporting, Analytics, Communication, Forecasting",Bachelor's in Finance,Senior,Finance
1457,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
1458,"CSS, HTML, Node.js, Git, Redux, Sass, JavaScript, React, TypeScript",Bachelor's in Computer Science,Mid,Frontend Developer
1459,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
1460,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
1461,"Prototyping, 3D Modeling, Storytelling, Game Design, C#",Bachelor's in Game Development,Entry,Video Game Designer
1462,"Research, Deep Learning, Python, Statistics",Master's in Data Science,Senior,AIML
1463,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
1464,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
1465,"JavaScript, Express, PHP, CSS, HTML",Bachelor's in Information Technology,Entry,Web Developer
1466,"React Native, Mobile Development, Swift",Bachelor's in Computer Science,Mid,Mobile Developer
1467,"Spring, Microservices, Git, Kafka, Java, SQL",Bachelor's in Software Engineering,Senior,Backend Developer
1468,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
1469,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
1470,"Recruitment, Communication, Employee Relations, Training, HR Policies, Onboarding",Bachelor's in Human Resources,Senior,HR
1471,"Marketing Strategy, Google Analytics, Social Media, Leadership",Bachelor's in Marketing,Senior,Marketing
1472,"Communication, Financial Reporting, Excel, Analytics, Risk Analysis, Forecasting, Financial Modeling",Master's in Finance,Senior,Finance
1473,"HR Policies, Training, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
1474,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
1475,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
1476,"C#, Prototyping, Level Design, Game Design, Balancing, Storytelling",Bachelor's in Design,Entry,Video Game Designer
1477,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
1478,"Project Management, Financial Modeling, Valuation, Excel, Analytics",Master's in Finance,Senior,Finance
1479,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
1480,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
1481,"Sketch, UI/UX Design, Figma",Bachelor's in Graphic Design,Entry,Designer
1482,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
1483,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
1484,"Computer Vision, Statistics, Deep Learning, Research, Python, Excel",Master's in Computer Science,Senior,AIML
1485,"HTML, CSS, MongoDB, Express, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
1486,"CSS, React, JavaScript, HTML, Vue.js, TypeScript, Redux, Git",Bachelor's in Information Technology,Entry,Frontend Developer
1487,"Kubernetes, Docker, Terraform, AWS, CI/CD, GCP, Prometheus",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
1488,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
1489,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
1490,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
1491,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
1492,"Reinforcement Learning, PyTorch, Deep Learning, Excel, Python",PhD in Artificial Intelligence,Senior,AIML
1493,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
1494,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
1495,"Excel, Python, A/B Testing, SQL",Bachelor's in Data Science,Entry,Data Analyst
1496,"Python, Agile, JavaScript",Master's in Computer Science,Entry,Full Stack Python Developer
1497,"CSS, HTML, Node.js, Vue.js, JavaScript",Bachelor's in Computer Science,Entry,Web Developer
1498,"JavaScript, Git, Java, AWS",Bachelor's in Software Engineering,Mid,Full Stack Java Developer
1499,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
1500,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
1501,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
1502,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
1503,"Linux, Docker, CI/CD, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
1504,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
1505,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
1506,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
1507,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
1508,"Mobile Development, Flutter",Bachelor's in Computer Science,Mid,Mobile Developer
1509,"JavaScript, Node.js, PostgreSQL, Python",Bachelor's in Computer Science,Mid,Full Stack Python Developer
1510,"Marketing Strategy, Content Creation, Google Analytics, HR Policies, Social Media",Bachelor's in Marketing,Mid,Marketing
1511,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
1512,"Reporting, Statistics, Excel, Tableau, SQL, Data Cleaning",Bachelor's in Computer Science,Senior,Data Analyst
1513,"Storytelling, Player Psychology, Prototyping, Game Design, 3D Modeling",Bachelor's in Game Development,Mid,Video Game Designer
1514,"Mobile Development, REST APIs, Android Development",Bachelor's in Software Engineering,Senior,Mobile Developer
1515,"Kafka, Docker, SQL, Spring, Java",Bachelor's in Software Engineering,Senior,Backend Developer
1516,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
1517,"Excel, Budgeting, Forecasting, Financial Modeling",Master's in Finance,Mid,Finance
1518,"Conflict Resolution, Leadership, Excel, HR Policies, Recruitment, Onboarding",Bachelor's in Human Resources,Mid,HR
1519,"Vue.js, JavaScript, Express, CSS, HTML",Bachelor's in Information Technology,Entry,Web Developer
1520,"C#, Blazor, REST APIs, ASP.NET, Azure, .NET, Java",Bachelor's in Computer Science,Mid,C# Developer
1521,"JavaScript, Maven, Java",Master's in Software Engineering,Mid,Full Stack Java Developer
